id_distribucion;Id_oc;EMPRESA;CORREO;Fecha recepción correo;PROVEEDOR;Encargado Directo;CC;Categoria;Año;Mes;Cantidad;BASE;Base Total;Observacion;ESTADO;SOUL;FECHA DE CREACIÓN;Archivo;ITEM;EMPRESA_CC;Ciudad;Gerente cuentas;Gerente Operación;Jefe de operación;Cordinador;Site;id_campaña;cc_cont
1;1;CS;RV: SOLICITUD EMISION ORDEN DE COMPRA;2023-04-12 13:23:00;HERRAMIENTAS MOVIELES;DIEGO_MORALES;MOVISTAR - CARTERA COLOMBIA;"INSTANCIA PRIVADA SOFTWARE-Valor
Mensual Serv AWS";2023;3;0,397;1420305,42;563861,2517;;;;12/04/2023 0:00;BASE_MARZO - 2023 (version 1).xlsx;AWS;CS;BOGOTA;Felipe Santrich;Oscar Osorio;Diego Morales;Ana Pantoja-Diana Galindez - Maria Parra- Oscar Hernandez;5;286;21908
2;1;CS;RV: SOLICITUD EMISION ORDEN DE COMPRA;2023-04-12 13:23:00;HERRAMIENTAS MOVIELES;DIEGO_MORALES;MOVISTAR - CARTERA COLOMBIA;Licencias Godoworks;2023;3;0,397;378042,49;150082,8685;;;;12/04/2023 0:00;BASE_MARZO - 2023 (version 1).xlsx;Licencias;CS;BOGOTA;Felipe Santrich;Oscar Osorio;Diego Morales;Ana Pantoja-Diana Galindez - Maria Parra- Oscar Hernandez;5;286;21908
3;1;CS;RV: SOLICITUD EMISION ORDEN DE COMPRA;2023-04-12 13:23:00;HERRAMIENTAS MOVIELES;JUAN_APONTE;BANCO CAJA SOCIAL - VISITAS;"INSTANCIA PRIVADA SOFTWARE-Valor
Mensual Serv AWS";2023;3;0,5045;1420305,42;716544,0844;;;;12/04/2023 0:00;BASE_MARZO - 2023 (version 1).xlsx;AWS;CS;BOGOTA;Felipe Santrich;Oscar Osorio;Juan Aponte;;1;93;20103
4;1;CS;RV: SOLICITUD EMISION ORDEN DE COMPRA;2023-04-12 13:23:00;HERRAMIENTAS MOVIELES;JUAN_APONTE;BANCO CAJA SOCIAL - VISITAS;Licencias Godoworks;2023;3;0,5045;378042,49;190722,4362;;;;12/04/2023 0:00;BASE_MARZO - 2023 (version 1).xlsx;Licencias;CS;BOGOTA;Felipe Santrich;Oscar Osorio;Juan Aponte;;1;93;20103
5;1;CS;RV: SOLICITUD EMISION ORDEN DE COMPRA;2023-04-12 13:23:00;HERRAMIENTAS MOVIELES;JUAN_APONTE;BANCO POPULAR - TRADICIONAL;"INSTANCIA PRIVADA SOFTWARE-Valor
Mensual Serv AWS";2023;3;0,075;1420305,42;106522,9065;;;;12/04/2023 0:00;BASE_MARZO - 2023 (version 1).xlsx;AWS;CS;BOGOTA;Felipe Santrich;Oscar Osorio;Juan Aponte;;1;95;20702
6;1;CS;RV: SOLICITUD EMISION ORDEN DE COMPRA;2023-04-12 13:23:00;HERRAMIENTAS MOVIELES;JUAN_APONTE;BANCO POPULAR - TRADICIONAL;Licencias Godoworks;2023;3;0,075;378042,49;28353,18675;;;;12/04/2023 0:00;BASE_MARZO - 2023 (version 1).xlsx;Licencias;CS;BOGOTA;Felipe Santrich;Oscar Osorio;Juan Aponte;;1;95;20702
7;1;CS;RV: SOLICITUD EMISION ORDEN DE COMPRA;2023-04-12 13:23:00;HERRAMIENTAS MOVIELES;JUAN_APONTE_2;CAMPAÑAS MASIVAS;"INSTANCIA PRIVADA SOFTWARE-Valor
Mensual Serv AWS";2023;3;0,0235;1420305,42;33377,17737;;;;12/04/2023 0:00;BASE_MARZO - 2023 (version 1).xlsx;AWS;CS;BOGOTA;Felipe Santrich;Oscar Osorio;Juan Aponte;Alexandra Ortiz;1;100;21001
8;1;CS;RV: SOLICITUD EMISION ORDEN DE COMPRA;2023-04-12 13:23:00;HERRAMIENTAS MOVIELES;JUAN_APONTE_2;CAMPAÑAS MASIVAS;Licencias Godoworks;2023;3;0,0235;378042,49;8883,998515;;;;12/04/2023 0:00;BASE_MARZO - 2023 (version 1).xlsx;Licencias;CS;BOGOTA;Felipe Santrich;Oscar Osorio;Juan Aponte;Alexandra Ortiz;1;100;21001
9;2;CS;Envio Link Servicios Hibot Marzo - Montechelo;2023-03-27 16:26:00;HIBOT;DIEGO_MORALES;MOVISTAR - FABRICA DE CRÉDITO;Whatsappweb;2023;3;1;9,75;9,75;0;;LICENCIAS - HIBOT - MARZO;4/04/2023 0:00;BASE_MARZO - 2023 (version 1).xlsx;Chatbots;CS;BOGOTA;Felipe Santrich;Oscar Osorio;Diego Morales;Diana Duque;1;128;21905
10;2;CS;Envio Link Servicios Hibot Marzo - Montechelo;2023-03-27 16:26:00;HIBOT;Gerencia_Medellin;CARTERA PROPIA BANCO SERFINANZA MEDELLÍN;Whatsappweb;2023;3;0,2;531,8;106,36;0;;LICENCIAS - HIBOT - MARZO;4/04/2023 0:00;BASE_MARZO - 2023 (version 1).xlsx;Chatbots;CS;MEDELLÍN;Pedro Franco;;;Aurora Vega;Medellín;856;20823
11;2;CS;Envio Link Servicios Hibot Marzo - Montechelo;2023-03-27 16:26:00;HIBOT;Gerencia_Medellin;CARTERA PROPIA - TUYA MEDELLÍN - JUDICIALIZADA 2022;Whatsappweb;2023;3;0,2;531,8;106,36;0;;LICENCIAS - HIBOT - MARZO;4/04/2023 0:00;BASE_MARZO - 2023 (version 1).xlsx;Chatbots;CS;MEDELLÍN;Pedro Franco;;;Aurora Vega;Medellín;856;20823
12;2;CS;Envio Link Servicios Hibot Marzo - Montechelo;2023-03-27 16:26:00;HIBOT;Gerencia_Medellin;CARTERA PROPIA - TUYA MEDELLÍN 2021;Whatsappweb;2023;3;0,2;531,8;106,36;0;;LICENCIAS - HIBOT - MARZO;4/04/2023 0:00;BASE_MARZO - 2023 (version 1).xlsx;Chatbots;CS;MEDELLÍN;Pedro Franco;;;Aurora Vega;Medellín;856;20823
13;2;CS;Envio Link Servicios Hibot Marzo - Montechelo;2023-03-27 16:26:00;HIBOT;Gerencia_Medellin;CARTERA PROPIA – TUYA MEDELLÍN 2022;Whatsappweb;2023;3;0,2;531,8;106,36;0;;LICENCIAS - HIBOT - MARZO;4/04/2023 0:00;BASE_MARZO - 2023 (version 1).xlsx;Chatbots;CS;MEDELLÍN;Pedro Franco;;;Aurora Vega;Medellín;856;20823
14;2;CS;Envio Link Servicios Hibot Marzo - Montechelo;2023-03-27 16:26:00;HIBOT;Gerencia_Medellin;CARTERA PROPIA – TUYA MEDELLÍN 2022 - #2;Whatsappweb;2023;3;0,2;531,8;106,36;0;;LICENCIAS - HIBOT - MARZO;4/04/2023 0:00;BASE_MARZO - 2023 (version 1).xlsx;Chatbots;CS;BOGOTA;Pedro Franco;;;Aurora Vega;Medellín;856;20823
15;2;CS;Envio Link Servicios Hibot Marzo - Montechelo;2023-03-27 16:26:00;HIBOT;Gerencia_Medellin;CLARO - MOVIL VENTAS MEDELLIN - CS;Whatsappweb;2023;3;1;143,1;143,1;0;;LICENCIAS - HIBOT - MARZO;4/04/2023 0:00;BASE_MARZO - 2023 (version 1).xlsx;Chatbots;CS;MEDELLÍN;Pedro Franco;;Jaime Celis;Sandra zapata;Medellín;182;20206
16;2;CS;Envio Link Servicios Hibot Marzo - Montechelo;2023-03-27 16:26:00;HIBOT;Gerencia_Medellin;CREDIORBE - COBRANZAS MEDELLIN;Whatsappweb;2023;3;1;73,1;73,1;0;;LICENCIAS - HIBOT - MARZO;4/04/2023 0:00;BASE_MARZO - 2023 (version 1).xlsx;Chatbots;CS;MEDELLÍN;Pedro Franco;;;;Medellín;103;21201
17;2;CS;Envio Link Servicios Hibot Marzo - Montechelo;2023-03-27 16:26:00;HIBOT;Gerencia_Medellin;Doctor Peso- COBRANZA;Whatsappweb;2023;3;1;7,83;7,83;0;;LICENCIAS - HIBOT - MARZO;4/04/2023 0:00;BASE_MARZO - 2023 (version 1).xlsx;Chatbots;CS;MEDELLÍN;Pedro Franco;;;;Medellín;302;20824
18;2;CS;Envio Link Servicios Hibot Marzo - Montechelo;2023-03-27 16:26:00;HIBOT;JUAN_APONTE;PUBLICAR - COBRANZA;Whatsappweb;2023;3;1;48,7;48,7;0;;LICENCIAS - HIBOT - MARZO;4/04/2023 0:00;BASE_MARZO - 2023 (version 1).xlsx;Chatbots;CS;BOGOTA;Felipe Santrich;Oscar Osorio;Juan Aponte;Alexandra Ortiz;1;135;23101
19;2;CS;Envio Link Servicios Hibot Marzo - Montechelo;2023-03-27 16:26:00;HIBOT;JUAN_APONTE;WOM - FABRICA DE CREDITO;Whatsappweb;2023;3;1;63,74;63,74;0;;LICENCIAS - HIBOT - MARZO;4/04/2023 0:00;BASE_MARZO - 2023 (version 1).xlsx;Chatbots;CS;BOGOTA;Felipe Santrich;Oscar Osorio;Juan Aponte;Diana duque;6;267;25301
20;2;CS;Envio Link Servicios Hibot Marzo - Montechelo;2023-03-27 16:26:00;HIBOT;SANDRA_CAMPO;CARTERA PROPIA BANCO SERFINANZA BOGOTÁ 1;Whatsappweb;2023;3;1;107,5;107,5;0;;LICENCIAS - HIBOT - MARZO;4/04/2023 0:00;BASE_MARZO - 2023 (version 1).xlsx;Chatbots;CS;BOGOTA;Felipe Santrich;Oscar Osorio;Sandra Campo;Francisco Aroyabe;1;855;20822
21;2;CS;Envio Link Servicios Hibot Marzo - Montechelo;2023-03-27 16:26:00;HIBOT;SANDRA_CAMPO;CLARO - COBRANZA;Whatsappweb;2023;3;1;11,08;11,08;0;;LICENCIAS - HIBOT - MARZO;4/04/2023 0:00;BASE_MARZO - 2023 (version 1).xlsx;Chatbots;CS;BOGOTA;Felipe Santrich;Oscar Osorio;Sandra Campo;Adriana Eslava;1;102;20201
22;2;CS;Envio Link Servicios Hibot Marzo - Montechelo;2023-03-27 16:26:00;HIBOT;WILLIAM_CUELLAR;BANCO SERFINANZA - REDIFERIDO;Whatsappweb;2023;3;1;63,74;171,2;0;;LICENCIAS - HIBOT - MARZO;4/04/2023 0:00;BASE_MARZO - 2023 (version 1).xlsx;Chatbots;CS;BOGOTA;Felipe Santrich;Oscar Osorio;William Cuellar;Andres Cruz;6;98;20603
23;3;CS;RV: IntiCo: Solicitud orden de compra servicios enero, febrero, marzo 2023;2023-04-14 15:53:00;INTICO;SANDRA_CAMPO;CLARO - COBRANZA;SMS;2023;3;269816;3;809448;;;;14/04/2023 0:00;BASE_MARZO - 2023 (version 1).xlsx;SMS;CS;BOGOTA;Felipe Santrich;Oscar Osorio;Sandra Campo;Adriana Eslava;1;102;20201
24;4;CS;RV: **Proformas Grupo Montechelo Marzo;2023-04-11 10:12:00;Kronos;SANDRA_CAMPO;CLARO - COBRANZA;SMS;2023;3;700477;1,9;1330906,3;;;;;BASE_MARZO - 2023 (version 1).xlsx;SMS;CS;BOGOTA;Felipe Santrich;Oscar Osorio;Sandra Campo;Adriana Eslava;1;102;20201
25;5;CS;RV: Facturación servicios Chatbot Movistar - Marzo 2023;2023-04-10 19:45:00;OMNIEXPERIENCIAS;DIEGO_MORALES;MOVISTAR - CARTERA COLOMBIA;Servicios_Chatbots;2023;3;38;103969,6579;3950847;;;;10/04/2023 0:00;BASE_MARZO - 2023 (version 1).xlsx;Chatbots;CS;BOGOTA;Felipe Santrich;Oscar Osorio;Diego Morales;Ana Pantoja-Diana Galindez - Maria Parra- Oscar Hernandez;5;286;21908
26;6;CS;RV: Pre-factura Voicebots Colombia - Marzo;2023-04-12 08:58:00;OMNIEXPERIENCIAS;DIEGO_MORALES;MOVISTAR - CARTERA COLOMBIA;VoiceBots;2023;3;35960;220,1872914;7917935;;;;12/04/2023 0:00;BASE_MARZO - 2023 (version 1).xlsx;VoiceBots;CS;BOGOTA;Felipe Santrich;Oscar Osorio;Diego Morales;Ana Pantoja-Diana Galindez - Maria Parra- Oscar Hernandez;5;286;21908
27;7;CS;RV: Facturación servicios Chatbot Movistar - Marzo 2023;2023-04-10 19:45:00;OMNIEXPERIENCIAS;DIEGO_MORALES;MOVISTAR - CARTERA MÉXICO;Servicios_Chatbots;2023;3;1;779900;779900;;;;10/04/2023 0:00;BASE_MARZO - 2023 (version 1).xlsx;Chatbots;CS;BOGOTA;Felipe Santrich;Oscar Osorio;Diego Morales;;5;287;21909
28;8;CS;RV: Pre-factura servicios Voicebots México - Marzo;2023-04-12 08:58:00;OMNIEXPERIENCIAS;DIEGO_MORALES;MOVISTAR - CARTERA MÉXICO;VoiceBots;2023;3;26167;256;6698752;;;;12/04/2023 0:00;BASE_MARZO - 2023 (version 1).xlsx;VoiceBots;CS;BOGOTA;Felipe Santrich;Oscar Osorio;Diego Morales;;5;287;21909
29;9;CS;RV: Pre-factura Voicebots Colombia - Marzo;2023-04-12 08:58:00;OMNIEXPERIENCIAS;DIEGO_MORALES;MOVISTAR - DIGITAL;VoiceBots;2023;3;28948;214;6194872;;;;12/04/2023 0:00;BASE_MARZO - 2023 (version 1).xlsx;VoiceBots;CS;BOGOTA;Felipe Santrich;Oscar Osorio;Diego Morales;Diana Galindez;1;174;21907
30;10;CS;RV: orden de compra licencias adminfo marzo;2023-04-14 14:52:00;SOLATI;Gerencia_Medellin;TUYA - COBRANZA MEDELLIN;Licencias Adminfo;2023;3;50;85956;4297800;;;;14/04/2023 0:00;BASE_MARZO - 2023 (version 1).xlsx;Licencias;CS;MEDELLÍN;Pedro Franco;;;Yohan Lopez;Medellín;136;23201
31;11;CS;RV: Relación de servicios para aprobación de facturación NOVVAI Solicitante: null;2023-04-12 16:01:00;NOVVAI;;EXPERIAN - COBRANZA;Predicto ;2023;3;1;21655;21655;;;;12/04/2023 0:00;BASE_MARZO - 2023 (version 1).xlsx;Predicto ;CS;BOGOTA;Felipe Santrich;Oscar Osorio;Juan Aponte;;1;112;21501
32;11;CS;RV: Relación de servicios para aprobación de facturación NOVVAI Solicitante: null;2023-04-12 16:01:00;NOVVAI;;EXPERIAN - CAPACITACIÓN;Predicto ;2023;3;1;21655;21655;;;;12/04/2023 0:00;BASE_MARZO - 2023 (version 1).xlsx;Predicto ;CS;BOGOTA;Felipe Santrich;Oscar Osorio;Cesar Morales;Erika Chavez;6;215;21504
33;11;CS;RV: Relación de servicios para aprobación de facturación NOVVAI Solicitante: null;2023-04-12 16:01:00;NOVVAI;;EXPERIAN - RETENCIONES;Predicto ;2023;3;1;21655;21655;;;;12/04/2023 0:00;BASE_MARZO - 2023 (version 1).xlsx;Predicto ;CS;BOGOTA;Felipe Santrich;Oscar Osorio;Cesar Morales;Erika Chavez;6;113;21502
34;11;CS;RV: Relación de servicios para aprobación de facturación NOVVAI Solicitante: null;2023-04-12 16:01:00;NOVVAI;;EXPERIAN - CUSTOMER CARE;Predicto ;2023;3;1;21655;21655;;;;12/04/2023 0:00;BASE_MARZO - 2023 (version 1).xlsx;Predicto ;CS;BOGOTA;Felipe Santrich;Oscar Osorio;Cesar Morales;Erika Chavez;6;222;21506
35;12;ECallYou;INFOBIP | SOLICITUD DE OC MARZO | E-CALL YOU SAS;2023-04-05 15:29:00;INFOBIP;;COMPENSAR - CARTERA;SMS;2023;3;33611;11,5931094;389656;;;SMS - INFOBIP - ECY - MARZO;5/04/2023 0:00;BASE_MARZO - 2023 (version 1).xlsx;SMS;ECallYou;BOGOTA;Felipe Santrich;;Oscar Triana;;7;160;20101
36;13;CS;Prefactura de Servicios Públicos No.482 Customer Operation marzo 2023;2023-04-01 22:08:00;TELINTEL ;;CAMPAÑAS MASIVAS;LANDING;2023;3;898;1500,373051;1347335;;;MINUTOS LDI - TELINTEL - MARZO;4/04/2023 0:00;BASE_MARZO - 2023 (version 1).xlsx;LANDING;CS;BOGOTA;Felipe Santrich;Oscar Osorio;Juan Aponte;Alexandra Ortiz;1;100;21001
37;14;CS;INFOBIP | SOLICITUD OC MARZO | CONTACTO SOLUTIONS | SERIVICIOS OMNICANALIDAD;2023-04-05 15:28:00;INFOBIP;claudia Forero;BANCO CAJA SOCIAL - LOCALIZACION;EMAIL_VALIDATION;2023;3;1192;;2980;;;;;BASE_MARZO - 2023 (version 1).xlsx;Email;CS;BOGOTA;Felipe Santrich;Oscar Osorio;Juan Aponte;;1;91;20101
38;14;CS;INFOBIP | SOLICITUD OC MARZO | CONTACTO SOLUTIONS | SERIVICIOS OMNICANALIDAD;2023-04-05 15:28:00;INFOBIP;claudia Forero;BANCO SERFINANZA - CARTERA;EMAIL_VALIDATION;2023;3;19709;;49272,5;;;;;BASE_MARZO - 2023 (version 1).xlsx;Email;CS;BOGOTA;Felipe Santrich;Oscar Osorio;William Cuellar;Andres Cruz;6;96;20601
39;14;CS;INFOBIP | SOLICITUD OC MARZO | CONTACTO SOLUTIONS | SERIVICIOS OMNICANALIDAD;2023-04-05 15:28:00;INFOBIP;claudia Forero;CAMPAÑAS MASIVAS;Email;2023;3;51328;;38496;;;;;BASE_MARZO - 2023 (version 1).xlsx;Email;CS;BOGOTA;Felipe Santrich;Oscar Osorio;Juan Aponte;Alexandra Ortiz;1;100;21001
40;14;CS;INFOBIP | SOLICITUD OC MARZO | CONTACTO SOLUTIONS | SERIVICIOS OMNICANALIDAD;2023-04-05 15:28:00;INFOBIP;claudia Forero;CAMPAÑAS MASIVAS;EMAIL_VALIDATION;2023;3;1109;;2772,5;;;;;BASE_MARZO - 2023 (version 1).xlsx;Email;CS;BOGOTA;Felipe Santrich;Oscar Osorio;Juan Aponte;Alexandra Ortiz;1;100;21001
41;14;CS;INFOBIP | SOLICITUD OC MARZO | CONTACTO SOLUTIONS | SERIVICIOS OMNICANALIDAD;2023-04-05 15:28:00;INFOBIP;claudia Forero;CAMPAÑAS MASIVAS;IVR;2023;3;955442;;477721;;;;;BASE_MARZO - 2023 (version 1).xlsx;IVR;CS;BOGOTA;Felipe Santrich;Oscar Osorio;Juan Aponte;Alexandra Ortiz;1;100;21001
42;14;CS;INFOBIP | SOLICITUD OC MARZO | CONTACTO SOLUTIONS | SERIVICIOS OMNICANALIDAD;2023-04-05 15:28:00;INFOBIP;claudia Forero;CAMPAÑAS MASIVAS;SMS;2023;3;4677103;;8886495,7;;;;;BASE_MARZO - 2023 (version 1).xlsx;SMS;CS;BOGOTA;Felipe Santrich;Oscar Osorio;Juan Aponte;Alexandra Ortiz;1;100;21001
43;14;CS;INFOBIP | SOLICITUD OC MARZO | CONTACTO SOLUTIONS | SERIVICIOS OMNICANALIDAD;2023-04-05 15:28:00;INFOBIP;claudia Forero;CARTERA PROPIA BANCO SERFINANZA BOGOTÁ 1;EMAIL_VALIDATION;2023;3;6670;;16675;;;;;BASE_MARZO - 2023 (version 1).xlsx;Email;CS;BOGOTA;Felipe Santrich;Oscar Osorio;Sandra Campo;Francisco Aroyabe;1;855;20822
44;14;CS;INFOBIP | SOLICITUD OC MARZO | CONTACTO SOLUTIONS | SERIVICIOS OMNICANALIDAD;2023-04-05 15:28:00;INFOBIP;claudia Forero;CARTERA PROPIA BANCO SERFINANZA BOGOTÁ 2;EMAIL_VALIDATION;2023;3;4307;;10767,5;;;;;BASE_MARZO - 2023 (version 1).xlsx;Email;CS;BOGOTA;Felipe Santrich;Oscar Osorio;William Cuellar;Andres Cruz;6;855;20822
45;14;CS;INFOBIP | SOLICITUD OC MARZO | CONTACTO SOLUTIONS | SERIVICIOS OMNICANALIDAD;2023-04-05 15:28:00;INFOBIP;claudia Forero;CLARO - COBRANZA;Email;2023;3;2410062;;1807546,5;;;;;BASE_MARZO - 2023 (version 1).xlsx;Email;CS;BOGOTA;Felipe Santrich;Oscar Osorio;Sandra Campo;Adriana Eslava;1;102;20201
46;14;CS;INFOBIP | SOLICITUD OC MARZO | CONTACTO SOLUTIONS | SERIVICIOS OMNICANALIDAD;2023-04-05 15:28:00;INFOBIP;claudia Forero;CLARO - COBRANZA;EMAIL_VALIDATION;2023;3;268221;;670552,5;;;;;BASE_MARZO - 2023 (version 1).xlsx;Email;CS;BOGOTA;Felipe Santrich;Oscar Osorio;Sandra Campo;Adriana Eslava;1;102;20201
47;14;CS;INFOBIP | SOLICITUD OC MARZO | CONTACTO SOLUTIONS | SERIVICIOS OMNICANALIDAD;2023-04-05 15:28:00;INFOBIP;claudia Forero;DENTIX;EMAIL_VALIDATION;2023;3;12695;;31737,5;;;;;BASE_MARZO - 2023 (version 1).xlsx;Email;CS;BOGOTA;Felipe Santrich;Oscar Osorio;John Jimenez;Angelica Gomez;6;175;24401
48;14;CS;INFOBIP | SOLICITUD OC MARZO | CONTACTO SOLUTIONS | SERIVICIOS OMNICANALIDAD;2023-04-05 15:28:00;INFOBIP;claudia Forero;MOVISTAR - CARTERA MÉXICO;EMAIL_VALIDATION;2023;3;143665;;359162,5;;;;;BASE_MARZO - 2023 (version 1).xlsx;Email;CS;BOGOTA;Felipe Santrich;Oscar Osorio;Diego Morales;;5;287;21909
49;14;CS;INFOBIP | SOLICITUD OC MARZO | CONTACTO SOLUTIONS | SERIVICIOS OMNICANALIDAD;2023-04-05 15:28:00;INFOBIP;claudia Forero;MOVISTAR - CARTERA PERÚ;EMAIL_VALIDATION;2023;3;9958;;24895;;;;;BASE_MARZO - 2023 (version 1).xlsx;Email;CS;BOGOTA;Felipe Santrich;Oscar Osorio;Diego Morales;Braby Rodriguez;5;288;21910
50;14;CS;INFOBIP | SOLICITUD OC MARZO | CONTACTO SOLUTIONS | SERIVICIOS OMNICANALIDAD;2023-04-05 15:28:00;INFOBIP;claudia Forero;MOVISTAR - CARTERA URUGUAY;EMAIL_VALIDATION;2023;3;2737;;6842,5;;;;;BASE_MARZO - 2023 (version 1).xlsx;Email;CS;BOGOTA;Felipe Santrich;Oscar Osorio;Diego Morales;;5;289;21911
51;14;CS;INFOBIP | SOLICITUD OC MARZO | CONTACTO SOLUTIONS | SERIVICIOS OMNICANALIDAD;2023-04-05 15:28:00;INFOBIP;claudia Forero;PUBLICAR - COBRANZA;EMAIL_VALIDATION;2023;3;7175;;17937,5;;;;;BASE_MARZO - 2023 (version 1).xlsx;Email;CS;BOGOTA;Felipe Santrich;Oscar Osorio;Juan Aponte;Alexandra Ortiz;1;135;23101
52;14;CS;INFOBIP | SOLICITUD OC MARZO | CONTACTO SOLUTIONS | SERIVICIOS OMNICANALIDAD;2023-04-05 15:28:00;INFOBIP;claudia Forero;TUYA - COBRANZA MEDELLIN;EMAIL_VALIDATION;2023;3;25444;;63610;;;;;BASE_MARZO - 2023 (version 1).xlsx;Email;CS;MEDELLÍN;Pedro Franco;;;Yohan Lopez;Medellín;136;23201
53;14;CS;INFOBIP | SOLICITUD OC MARZO | CONTACTO SOLUTIONS | SERIVICIOS OMNICANALIDAD;2023-04-05 15:28:00;INFOBIP;claudia Forero;WOM - COBRANZA;EMAIL_VALIDATION;2023;3;216640;;541600;;;;;BASE_MARZO - 2023 (version 1).xlsx;Email;CS;BOGOTA;Felipe Santrich;Oscar Osorio;Juan Aponte;Alexandra Ortiz;6;278;25303
54;14;CS;INFOBIP | SOLICITUD OC MARZO | CONTACTO SOLUTIONS | SERIVICIOS OMNICANALIDAD;2023-04-05 15:28:00;INFOBIP;Contacto.Mexico;MOVISTAR - CARTERA MÉXICO;SMS;2023;3;390126;;17945707,8;;;;;BASE_MARZO - 2023 (version 1).xlsx;SMS;CS;BOGOTA;Felipe Santrich;Oscar Osorio;Diego Morales;;5;287;21909
55;14;CS;INFOBIP | SOLICITUD OC MARZO | CONTACTO SOLUTIONS | SERIVICIOS OMNICANALIDAD;2023-04-05 15:28:00;INFOBIP;Contacto.Solutions.Co;CAMPAÑAS MASIVAS;IVR;2023;3;1;;11;;;;;BASE_MARZO - 2023 (version 1).xlsx;IVR;CS;BOGOTA;Felipe Santrich;Oscar Osorio;Juan Aponte;Alexandra Ortiz;1;100;21001
56;14;CS;INFOBIP | SOLICITUD OC MARZO | CONTACTO SOLUTIONS | SERIVICIOS OMNICANALIDAD;2023-04-05 15:28:00;INFOBIP;Contacto.Solutions.Co;CAMPAÑAS MASIVAS;SMS;2023;3;40;;76;;;;;BASE_MARZO - 2023 (version 1).xlsx;SMS;CS;BOGOTA;Felipe Santrich;Oscar Osorio;Juan Aponte;Alexandra Ortiz;1;100;21001
57;14;CS;INFOBIP | SOLICITUD OC MARZO | CONTACTO SOLUTIONS | SERIVICIOS OMNICANALIDAD;2023-04-05 15:28:00;INFOBIP;Contacto.Solutions.Co;CAMPAÑAS MASIVAS;Subscription Fee;2023;3;1;;157779;;;;;BASE_MARZO - 2023 (version 1).xlsx;Subscription Fee;CS;BOGOTA;Felipe Santrich;Oscar Osorio;Juan Aponte;Alexandra Ortiz;1;100;21001
58;14;CS;INFOBIP | SOLICITUD OC MARZO | CONTACTO SOLUTIONS | SERIVICIOS OMNICANALIDAD;2023-04-05 15:28:00;INFOBIP;Customer_Nac_Api;CAMPAÑAS MASIVAS;SMS;2023;3;586863;;1115039,7;;;;;BASE_MARZO - 2023 (version 1).xlsx;SMS;CS;BOGOTA;Felipe Santrich;Oscar Osorio;Juan Aponte;Alexandra Ortiz;1;100;21001
59;14;CS;INFOBIP | SOLICITUD OC MARZO | CONTACTO SOLUTIONS | SERIVICIOS OMNICANALIDAD;2023-04-05 15:28:00;INFOBIP;Customer_Qvision_Api1;CAMPAÑAS MASIVAS;SMS;2023;3;2228;;4233,2;;;;;BASE_MARZO - 2023 (version 1).xlsx;SMS;CS;BOGOTA;Felipe Santrich;Oscar Osorio;Juan Aponte;Alexandra Ortiz;1;100;21001
60;14;CS;INFOBIP | SOLICITUD OC MARZO | CONTACTO SOLUTIONS | SERIVICIOS OMNICANALIDAD;2023-04-05 15:28:00;INFOBIP;Ecommerce_Can_Api;CAMPAÑAS MASIVAS;SMS;2023;3;13732;;26090,8;;;;;BASE_MARZO - 2023 (version 1).xlsx;SMS;CS;BOGOTA;Felipe Santrich;Oscar Osorio;Juan Aponte;Alexandra Ortiz;1;100;21001
61;14;CS;INFOBIP | SOLICITUD OC MARZO | CONTACTO SOLUTIONS | SERIVICIOS OMNICANALIDAD;2023-04-05 15:28:00;INFOBIP;Ecommerce_Sur_Api;CAMPAÑAS MASIVAS;SMS;2023;3;8988;;17077,2;;;;;BASE_MARZO - 2023 (version 1).xlsx;SMS;CS;BOGOTA;Felipe Santrich;Oscar Osorio;Juan Aponte;Alexandra Ortiz;1;100;21001
62;14;CS;INFOBIP | SOLICITUD OC MARZO | CONTACTO SOLUTIONS | SERIVICIOS OMNICANALIDAD;2023-04-05 15:28:00;INFOBIP;Gerencia_01_01;CAMPAÑAS MASIVAS;IVR;2023;3;93412;;46706;;;;;BASE_MARZO - 2023 (version 1).xlsx;IVR;CS;BOGOTA;Felipe Santrich;Oscar Osorio;Juan Aponte;Alexandra Ortiz;1;100;21001
63;14;CS;INFOBIP | SOLICITUD OC MARZO | CONTACTO SOLUTIONS | SERIVICIOS OMNICANALIDAD;2023-04-05 15:28:00;INFOBIP;Gerencia_01_01;CAMPAÑAS MASIVAS;SMS;2023;3;940;;1786;;;;;BASE_MARZO - 2023 (version 1).xlsx;SMS;CS;BOGOTA;Felipe Santrich;Oscar Osorio;Juan Aponte;Alexandra Ortiz;1;100;21001
64;14;CS;INFOBIP | SOLICITUD OC MARZO | CONTACTO SOLUTIONS | SERIVICIOS OMNICANALIDAD;2023-04-05 15:28:00;INFOBIP;Gerencia_01_01_02;PUBLICAR - COBRANZA;Email;2023;3;13682;;10261,5;;;;;BASE_MARZO - 2023 (version 1).xlsx;Email;CS;BOGOTA;Felipe Santrich;Oscar Osorio;Juan Aponte;Alexandra Ortiz;1;135;23101
